region,value
Rest of the world,0.655892193
Rest of the world,0.050282665
Rest of the world,0.004021304
Rest of the world,21751.89258
Rest of the world,92656.40625
Rest of the world,1174
Rest of the world,31
Rest of the world,17621
Rest of the world,1433
Rest of the world,103537
Rest of the world,59359
Rest of the world,2442
Rest of the world,2
Rest of the world,15531
Rest of the world,29232.30469
Rest of the world,1499
Rest of the world,450112.75
Rest of the world,336661.7813
Rest of the world,127.2179871
Rest of the world,0.000341492
Rest of the world,1.14231E-06
Rest of the world,0.000295357
Rest of the world,0.0084596
Rest of the world,19.97451782
Rest of the world,0.066023275
Rest of the world,17.07448006
Rest of the world,489.5823059
Rest of the world,0.118356176
Rest of the world,0.118889712
Rest of the world,222.8978119
Rest of the world,3.731506586
Rest of the world,1410.25293
Rest of the world,253.484726
Rest of the world,527.8186646
Rest of the world,0.000341492
Rest of the world,1.14231E-06
Rest of the world,0.000295357
Rest of the world,0.0084596
Rest of the world,19.97451782
Rest of the world,0.066023275
Rest of the world,17.07448006
Rest of the world,489.5823059
Rest of the world,0.182580233
Rest of the world,0.799387634
Rest of the world,0.072614796
Rest of the world,0.672131419
Rest of the world,21751.89258
Rest of the world,92656.40625
Rest of the world,1174
Rest of the world,31
Rest of the world,17621
Rest of the world,1433
Rest of the world,103537
Rest of the world,59359
Rest of the world,2442
Rest of the world,2
Rest of the world,15531
Rest of the world,29232.30469
Rest of the world,1499
Rest of the world,450112.75
Rest of the world,336661.7813
Rest of the world,127.2179871
Rest of the world,0.118889712
Rest of the world,222.8978119
Rest of the world,3.731506586
Rest of the world,1410.25293
Rest of the world,253.484726
Rest of the world,527.8186646
Rest of the world,0.000341492
Rest of the world,1.14231E-06
Rest of the world,0.000295357
Rest of the world,0.0084596
Rest of the world,19.97451782
Rest of the world,0.066023275
Rest of the world,17.07448006
Rest of the world,489.5823059
Rest of the world,0.072614796
Rest of the world,0.672131419
Rest of the world,0.182580233
Rest of the world,0.655892193
Rest of the world,0.050282665
Rest of the world,0.004021304
Rest of the world,0.072733857
Rest of the world,0.864334404
Rest of the world,0.257365972
Rest of the world,1.262655973
Rest of the world,0.15364939
Rest of the world,1.246081352
Rest of the world,956.5057983
Rest of the world,1.262655973
Rest of the world,0.15364939
Rest of the world,1.246081352
Rest of the world,0.257365972
Rest of the world,62
Rest of the world,13
Rest of the world,32082
Rest of the world,2622
Rest of the world,206005
Rest of the world,103654
Rest of the world,3533
Rest of the world,3
Rest of the world,15532
Rest of the world,13
Rest of the world,60954.30469
Rest of the world,4123
Rest of the world,662541.75
Rest of the world,446654.7813
Rest of the world,174.3032684
Rest of the world,0.158393517
Rest of the world,537.0206299
Rest of the world,10.35240078
Rest of the world,2178.855957
Rest of the world,345.0778809
Rest of the world,531.2843018
Rest of the world,0.077010624
Rest of the world,0.000622381
Rest of the world,4.45316E-06
Rest of the world,0.002502821
Rest of the world,0.016532829
Rest of the world,36.22439957
Rest of the world,0.257679939
Rest of the world,144.6631012
Rest of the world,956.5057983
Rest of the world,0.000622381
Rest of the world,4.45316E-06
Rest of the world,0.002502821
Rest of the world,0.016532829
Rest of the world,36.22439957
Rest of the world,0.257679939
Rest of the world,144.6631012
Rest of the world,537.0206299
Rest of the world,10.35240078
Rest of the world,2178.855957
Rest of the world,345.0778809
Rest of the world,531.2843018
Rest of the world,0.077010624
Rest of the world,0.000622381
Rest of the world,4.45316E-06
Rest of the world,0.002502821
Rest of the world,0.016532829
Rest of the world,36.22439957
Rest of the world,0.257679939
Rest of the world,144.6631012
Rest of the world,956.5057983
Rest of the world,28224.89258
Rest of the world,130996.4063
Rest of the world,1198
Rest of the world,62
Rest of the world,13
Rest of the world,32082
Rest of the world,2622
Rest of the world,206005
Rest of the world,103654
Rest of the world,3533
Rest of the world,3
Rest of the world,15532
Rest of the world,13
Rest of the world,60954.30469
Rest of the world,4123
Rest of the world,662541.75
Rest of the world,446654.7813
Rest of the world,174.3032684
Rest of the world,0.158393517
Rest of the world,0.118425272
Rest of the world,0.009010263
Rest of the world,28224.89258
Rest of the world,130996.4063
Rest of the world,1198
Rest of the world,0.009010263
Rest of the world,0.072733857
Rest of the world,0.864334404
Rest of the world,0.118425272
Rest of the world,174.3032684
Rest of the world,0.158393517
Rest of the world,537.0206299
Rest of the world,10.35240078
Rest of the world,2178.855957
Rest of the world,345.0778809
Rest of the world,531.2843018
Rest of the world,0.077010624
Rest of the world,0.114726953
Rest of the world,5
Rest of the world,1
Rest of the world,0.451560676
Rest of the world,22221.08398
Rest of the world,2532.486328
Rest of the world,9669.515625
Rest of the world,3279.776367
Rest of the world,379634.125
Rest of the world,0.271144599
Rest of the world,34562.36719
Rest of the world,848002.625
Rest of the world,446332.5
Rest of the world,66588.60156
Rest of the world,6979.442871
Rest of the world,17881.20117
Rest of the world,3943.766113
Rest of the world,1119683.125
Rest of the world,103750.4688
Rest of the world,2723660.75
Rest of the world,1404674.375
Rest of the world,2437.766846
Rest of the world,339.771637
Rest of the world,472.5483704
Rest of the world,83.16233826
Rest of the world,5536.508301
Rest of the world,581.9628296
Rest of the world,9949.447266
Rest of the world,4805.400391
Rest of the world,0.949219823
Rest of the world,3
Rest of the world,1
Rest of the world,3
Rest of the world,0.056253251
Rest of the world,52366.25391
Rest of the world,6748.63916
Rest of the world,15352.62598
Rest of the world,6708.081543
Rest of the world,568309.5
Rest of the world,126333.0313
Rest of the world,1209290.625
Rest of the world,1058244.75
Rest of the world,129158.4375
Rest of the world,18559.48438
Rest of the world,29922.23828
Rest of the world,14740.62109
Rest of the world,1475906.5
Rest of the world,312257.2188
Rest of the world,3690236.25
Rest of the world,3320293.75
Rest of the world,4832.478516
Rest of the world,590.5783691
Rest of the world,1494.202393
Rest of the world,265.9329834
Rest of the world,6690.521973
Rest of the world,1560.797485
Rest of the world,12653.22461
Rest of the world,9828.061523
Rest of the world,0.018562911
Rest of the world,0.006587144
Rest of the world,0.037337683
Rest of the world,0.123271778
Rest of the world,1074.536743
Rest of the world,380.7133789
Rest of the world,2159.782959
Rest of the world,7148.707031
Rest of the world,0.009972353
Rest of the world,0.002270104
Rest of the world,0.028381202
Rest of the world,0.082128875
Rest of the world,577.1911621
Rest of the world,131.2118835
Rest of the world,1640.485718
Rest of the world,4758.525879
Rest of the world,124510.9609
Rest of the world,425247.4063
Rest of the world,122705.7813
Rest of the world,372828.8438
Rest of the world,6
Rest of the world,2
Rest of the world,6
Rest of the world,2
Rest of the world,2
Rest of the world,0.506535411
Rest of the world,2
Rest of the world,6
Rest of the world,7
Rest of the world,19
Rest of the world,4
Rest of the world,17
Rest of the world,380825.8438
Rest of the world,900236.375
Rest of the world,271189.875
Rest of the world,719280.25
Rest of the world,0.096263342
Rest of the world,0.051969822
Rest of the world,0.101447165
Rest of the world,0.601194382
Rest of the world,5582.138184
Rest of the world,3004.713867
Rest of the world,5870.606445
Rest of the world,34924.19531
Rest of the world,0.04318184
Rest of the world,0.018526124
Rest of the world,0.06603571
Rest of the world,0.311713696
Rest of the world,2501.178467
Rest of the world,1070.595703
Rest of the world,3817.079346
Rest of the world,18077.35352
Rest of the world,154138.9375
Rest of the world,21646.01563
Rest of the world,93963.28906
Rest of the world,15432.7168
Rest of the world,707022.5
Rest of the world,195226.0156
Rest of the world,5453091.5
Rest of the world,2965953.5
Rest of the world,683655.1875
Rest of the world,94988.74219
Rest of the world,300484.375
Rest of the world,73421.90625
Rest of the world,3617191.25
Rest of the world,939464.625
Rest of the world,20437234
Rest of the world,13993877
Rest of the world,26455.35938
Rest of the world,3574.958008
Rest of the world,14229.91309
Rest of the world,1549.356445
Rest of the world,19601.92969
Rest of the world,6100.003906
Rest of the world,75839.32813
Rest of the world,44948.35547
Rest of the world,0.448049664
Rest of the world,8
Rest of the world,2
Rest of the world,7
Rest of the world,3
Rest of the world,66664.92969
Rest of the world,11022.01367
Rest of the world,15075.01855
Rest of the world,24928.55664
Rest of the world,348550.6563
Rest of the world,47840.44922
Rest of the world,2221486.75
Rest of the world,1322892
Rest of the world,273189.25
Rest of the world,40738.44922
Rest of the world,84235.99219
Rest of the world,105989.8906
Rest of the world,2315081.5
Rest of the world,260561.8906
Rest of the world,10745965
Rest of the world,6114702.5
Rest of the world,10066.65332
Rest of the world,1743.177368
Rest of the world,2491.256592
Rest of the world,2588.436279
Rest of the world,13434.0293
Rest of the world,1535.990845
Rest of the world,41303.78125
Rest of the world,17009.18555
Rest of the world,1
Rest of the world,4
Rest of the world,5
Rest of the world,14
Rest of the world,0.896978796
South Africa,0.007541428
South Africa,0.000594279
South Africa,34
South Africa,34
South Africa,14
South Africa,48
South Africa,1
South Africa,1
South Africa,0.000825772
South Africa,0.00340961
South Africa,0.058318067
South Africa,0.004735418
South Africa,125
South Africa,124
South Africa,165
South Africa,117
South Africa,100
South Africa,265
South Africa,277
South Africa,402
South Africa,0.010565357
South Africa,0.104171269
South Africa,0.052925561
South Africa,0.013349764
South Africa,529
South Africa,127
South Africa,333
South Africa,68
South Africa,37
South Africa,87
South Africa,81
South Africa,158
South Africa,66
South Africa,399
South Africa,82
South Africa,611
South Africa,0.015302049
South Africa,0.040498238
South Africa,0.064082205
South Africa,0.018402087
South Africa,683
South Africa,72
South Africa,555
South Africa,156
South Africa,133
South Africa,112
South Africa,163
South Africa,142
South Africa,92
South Africa,638
South Africa,149
South Africa,832
South Africa,0.021569783
South Africa,0.097781062
South Africa,0.088581249
South Africa,0.025516905
South Africa,883
South Africa,51
South Africa,856
South Africa,218
South Africa,163
South Africa,142
Spain,76
Spain,76
Spain,0.00773859
Spain,0.000343155
Spain,0.002109799
Spain,0.048736017
Spain,0.000510976
Spain,0.024843318
Spain,462
Spain,386
Spain,24
Spain,24
Spain,8
Spain,8
Spain,115
Spain,107
Spain,227
Spain,203
Spain,427
Spain,889
Spain,400
Spain,0.267884165
Spain,0.004896397
Spain,0.076283969
Spain,0.004512861
Spain,0.008567717
Spain,0.122033469
Spain,0.007362514
Spain,0.740308344
Spain,91
Spain,800
Spain,1700
Spain,811
Spain,108
Spain,335
Spain,72
Spain,187
Spain,516
Spain,329
Spain,712
Spain,377
Spain,1405
Spain,3105
Spain,109
Spain,800
Spain,0.334057003
Spain,0.576519907
Spain,0.015793176
Spain,0.202323809
Spain,0.016437041
Spain,11
Spain,2
Spain,0.025711738
Spain,0.205237761
Spain,0.028906655
Spain,0.076365024
Spain,0.352823824
Spain,243
Spain,1378
Spain,4447
Spain,1342
Spain,537
Spain,1249
Spain,785
Spain,1301
Spain,2812
Spain,1511
Spain,2090
Spain,841
Spain,2005
Spain,6452
Spain,232
Spain,3312
Spain,13
Spain,0.496022671
Spain,0.052322306
Spain,0.811541915
Spain,0.047959983
Spain,0.305600137
Spain,0.04049512
Spain,27
Spain,8
Spain,0.071113683
Spain,0.599494994
Spain,0.069971897
Spain,0.367231637
Spain,0.008039231
Spain,0.509012401
Spain,0.201195717
Spain,2
Spain,42
Spain,103
Spain,5
Spain,596
Spain,4312
Spain,10372
Spain,3920
Spain,997
Spain,3087
Spain,3528
Spain,6340
Spain,11976
Spain,4759
Spain,1672
Spain,6003
Spain,16375
Spain,618
Spain,4410
Spain,8
Spain,157
Spain,50
Spain,54
Spain,5636
Spain,0.284729958
Spain,0.789878905
Spain,1.829448223
Spain,0.106124088
Spain,0.873092175
Spain,0.117766052
Spain,0.186607212
Spain,1.369874835
Spain,0.139330059
Spain,3.03394413
Spain,0.734735429
Spain,0.020190598
Spain,0.000689456
Spain,0.425366938
Spain,7432
Spain,69
Spain,82
Spain,5
Spain,226
Spain,32
Spain,1003
Spain,4500
Spain,26419
Spain,10044
Spain,1559
Spain,6303
Spain,5
Spain,19408
Spain,43167
Spain,13
Spain,7937
Spain,1634
Spain,18314
Spain,44733
Spain,2128
Spain,6045
Spain,7
Spain,267
Spain,8
Spain,89
Spain,41
Spain,23759
Spain,0.49007386
Spain,0.001656801
Spain,0.041375745
Spain,1.03288281
Spain,2.296650648
Spain,0.177272469
Spain,4.942722797
Spain,0.371590585
Spain,0.657875955
Spain,7.87932682
Spain,0.235008299
Spain,7.139051914
Spain,1.583236814
Spain,0.075169764
Spain,0.003695941
Spain,0.674539864
Spain,43015
Spain,118
Spain,105
Spain,16
Spain,385
Spain,16
Spain,2643
Spain,5607
Spain,69439
Spain,24706
Spain,2379
Spain,10496
Spain,26
Spain,26
Spain,29
Spain,86182
Sweden,4
Sweden,4
Sweden,0.001295614
Sweden,0.000100166
Sweden,0.00441925
Sweden,0.054492742
Sweden,0.001951861
Sweden,0.01939279
Sweden,182
Sweden,178
Sweden,9
Sweden,9
Sweden,366
Sweden,275
Sweden,6
Sweden,266
Sweden,603
Sweden,651
Sweden,662
Sweden,5
Sweden,500
Sweden,0.038824316
Sweden,0.69942522
Sweden,0.076714441
Sweden,0.307962894
Sweden,0.028197739
Sweden,0.058881458
Sweden,0.529471755
Sweden,0.112745136
Sweden,0.566188216
Sweden,0.052567903
Sweden,1000
Sweden,1000
Sweden,1115
Sweden,1637
Sweden,1010
Sweden,432
Sweden,8
Sweden,213
Sweden,548
Sweden,833
Sweden,282
Sweden,11
Sweden,1239
Sweden,2172
Sweden,4922
Sweden,3428
Sweden,1064.792358
Sweden,1064.792358
Sweden,0.668959796
Sweden,0.166048393
Sweden,1.440267682
Sweden,0.072360434
Sweden,0.154704407
Sweden,0.31151861
Sweden,0.16336666
Sweden,2.372545004
Sweden,0.238488242
Sweden,0.72754699
Sweden,1251
Sweden,1251
Sweden,9
Sweden,5625
Sweden,9780
Sweden,4765
Sweden,2962
Sweden,20
Sweden,5
Sweden,5
Sweden,321
Sweden,1224
Sweden,7
Sweden,7
Sweden,0.983836949
Sweden,4.798464298
Sweden,7
Sweden,1552
Sweden,45
Sweden,22
Sweden,17
Sweden,38
Sweden,2951.300049
Sweden,7532
Sweden,18884
Sweden,10463.7002
Sweden,33
Sweden,1737
Sweden,1737
Sweden,0.086563431
Sweden,0.291539192
Sweden,3.408730507
Sweden,0.398925573
Sweden,0.554019868
Sweden,0.893324256
Sweden,0.001204456
Sweden,0.553752661
Sweden,5.089405537
Sweden,0.351841956
Sweden,0.353624642
Sweden,788
Sweden,2576
Sweden,12
Sweden,15986
Sweden,32253
Sweden,11034
Sweden,4359
Sweden,54
Sweden,1
Sweden,32
Sweden,196
Sweden,1947
Sweden,7
Sweden,0.916030526
Sweden,4.176049709
Sweden,16
Sweden,2661
Sweden,2465
Sweden,9
Sweden,32
Sweden,4
Sweden,100
Sweden,7147
Sweden,16664
Sweden,49394
Sweden,21811
Sweden,54
Sweden,902
Sweden,3237
Sweden,4.363843441
Sweden,0.467945635
Sweden,7.567019463
Sweden,0.855263293
Sweden,0.004763209
Sweden,1.35620904
Sweden,1.983508706
Sweden,0.013071429
Sweden,1.88659966
Sweden,11.43198967
Sweden,0.675108671
Sweden,2.37679553
Sweden,1030
Sweden,4036
Sweden,153
Sweden,24907
Sweden,66609
Sweden,30343
Sweden,15795
Sweden,268
Sweden,11
Sweden,32
Sweden,1380
Sweden,3946
Sweden,4
Sweden,11.68662453
Sweden,9.856631279
Sweden,5860
Sweden,1948
Sweden,32
Sweden,18
Sweden,29
Sweden,472
Sweden,28097
Sweden,55790
Sweden,122290
Sweden,66134
Sweden,880
Sweden,165
Sweden,1608
Sweden,8804
Sweden,6.280831814
Sweden,1.131669998
Sweden,32.26823807
Sweden,3.502620935
Sweden,0.034387488
Sweden,3.601892948
Sweden,0.32632342
Sweden,0.101480164
Sweden,6.009425163
Sweden,0.084157377
Sweden,4.869795322
Sweden,43.29474258
Sweden,1.412655115
Sweden,7.406589985
Sweden,1640
Sweden,12454
Sweden,160
Sweden,78200
Sweden,189498
Sweden,110177
Sweden,57881
Sweden,662
Sweden,72
Sweden,6
Sweden,2684
Sweden,8396
Switzerland,137
Switzerland,0.04656079
Switzerland,0.003925586
Switzerland,160
Switzerland,555
Switzerland,41
Switzerland,41
Switzerland,0.014316599
Switzerland,0.136695117
Switzerland,395
Switzerland,342
Switzerland,125
Switzerland,125
Switzerland,0.224599943
Switzerland,0.031327851
Switzerland,0.410468578
Switzerland,0.041954886
Switzerland,4
Switzerland,400
Switzerland,436
Switzerland,395
Switzerland,897
Switzerland,2053
Switzerland,167
Switzerland,603
Switzerland,27
Switzerland,600
Switzerland,0.071248382
Switzerland,0.377214849
Switzerland,0.061468888
Switzerland,0.429705888
Switzerland,234
Switzerland,109
Switzerland,1156
Switzerland,52
Switzerland,286
Switzerland,0.957799852
Switzerland,0.12653695
Switzerland,0.181557909
Switzerland,0.084336281
Switzerland,99
Switzerland,1300
Switzerland,807
Switzerland,204
Switzerland,4741
Switzerland,2688
Switzerland,3257
Switzerland,7998
Switzerland,2369
Switzerland,3176
Switzerland,207
Switzerland,3399
Switzerland,0.130667061
Switzerland,0.492978305
Switzerland,0.250646651
Switzerland,1.737583518
Switzerland,438
Switzerland,152
Switzerland,90
Switzerland,528
Switzerland,5
Switzerland,5
Switzerland,1.929925203
Switzerland,0.382360756
Switzerland,0.301638901
Switzerland,0.151497632
Switzerland,278
Switzerland,3460
Switzerland,6005
Switzerland,2829
Switzerland,11293
Switzerland,3295
Switzerland,0.004879652
Switzerland,0.103755966
Switzerland,0.038498558
Switzerland,0.00657566
Switzerland,4775
Switzerland,16068
Switzerland,3648
Switzerland,9653
Switzerland,503
Switzerland,3460
Switzerland,0.199204013
Switzerland,0.581230938
Switzerland,0.562724233
Switzerland,2.682244778
Switzerland,2
Switzerland,7
Switzerland,713
Switzerland,185
Switzerland,280
Switzerland,993
Switzerland,17
Switzerland,10
Switzerland,3.168666363
Switzerland,0.765109718
Switzerland,0.868728876
Switzerland,0.268967807
Switzerland,652
Switzerland,4422
Switzerland,14012
Switzerland,4359
Switzerland,21206
Switzerland,5138
Switzerland,0.015374091
Switzerland,0.192864373
Switzerland,0.173502043
Switzerland,0.022464499
Switzerland,0.375786841
Switzerland,13190
Switzerland,34396
Switzerland,4284
Switzerland,18296
Switzerland,786
Switzerland,5414
Switzerland,0.406028509
Switzerland,1.736362338
Switzerland,1.139532924
Switzerland,5.61024332
Switzerland,0.02677241
Switzerland,9
Switzerland,26
Switzerland,1593
Switzerland,600
Switzerland,16
Switzerland,16
Switzerland,23
Switzerland,7
Switzerland,834
Switzerland,2427
Switzerland,28
Switzerland,2
Switzerland,0.039349809
Switzerland,14.22804737
Switzerland,1.906844258
Switzerland,3.22110939
Switzerland,0.637207329
Switzerland,0.164406732
Switzerland,1158
Switzerland,6676
Switzerland,32681
Switzerland,14385
Switzerland,53707
Switzerland,19311
Switzerland,73
Switzerland,73
Switzerland,0.023425909
Switzerland,0.038691714
Switzerland,5.401566982
Switzerland,0.059401412
Switzerland,73
Switzerland,31676
Switzerland,85383
Switzerland,21813
Switzerland,54494
Switzerland,1585
Switzerland,6623
Switzerland,0.785673082
Switzerland,0.974927187
Switzerland,4.510638237
Switzerland,3.087508202
Switzerland,22.42904091
Switzerland,0.097519092
Switzerland,43
Switzerland,71
Switzerland,3752
Switzerland,1325
Switzerland,34
Switzerland,57
Thailand,8
Thailand,88
Thailand,8
Thailand,88
Thailand,69
Thailand,748
Thailand,706
Thailand,1220
Thailand,774
Thailand,1511
United Kingdom,1076
United Kingdom,255
United Kingdom,1654
United Kingdom,21
United Kingdom,21
United Kingdom,0.063458487
United Kingdom,0.009096443
United Kingdom,0.028653296
United Kingdom,0.020211646
United Kingdom,0.107599981
United Kingdom,0.028967302
United Kingdom,0.013588549
United Kingdom,0.005195887
United Kingdom,19
United Kingdom,9
United Kingdom,133
United Kingdom,6
United Kingdom,239
United Kingdom,269
United Kingdom,12
United Kingdom,138
United Kingdom,5
United Kingdom,31
United Kingdom,0.009023113
United Kingdom,0.062703639
United Kingdom,0.035837866
United Kingdom,0.103538394
United Kingdom,0.02123809
United Kingdom,0.012156577
United Kingdom,0.015929531
United Kingdom,0.158206984
United Kingdom,28
United Kingdom,7
United Kingdom,2865
United Kingdom,1211
United Kingdom,1345
United Kingdom,1503
United Kingdom,36
United Kingdom,2804
United Kingdom,1784
United Kingdom,1705
United Kingdom,4570
United Kingdom,988
United Kingdom,1016
United Kingdom,0.1767703
United Kingdom,0.026137078
United Kingdom,0.018887971
United Kingdom,0.022770889
United Kingdom,0.18351078
United Kingdom,0.047400478
United Kingdom,0.131538972
United Kingdom,0.017490849
United Kingdom,48
United Kingdom,8
United Kingdom,146
United Kingdom,17
United Kingdom,439
United Kingdom,317
United Kingdom,23
United Kingdom,146
United Kingdom,71
United Kingdom,0.029230783
United Kingdom,0.165396437
United Kingdom,0.055330426
United Kingdom,0.117164835
United Kingdom,0.022739142
United Kingdom,0.040792581
United Kingdom,0.255470395
United Kingdom,2089
United Kingdom,1073
United Kingdom,7249
United Kingdom,2679
United Kingdom,2101
United Kingdom,256
United Kingdom,5435
United Kingdom,524
United Kingdom,7182
United Kingdom,2912
United Kingdom,6812
United Kingdom,7
United Kingdom,14061
United Kingdom,7931
United Kingdom,10020
United Kingdom,7
United Kingdom,0.540851533
United Kingdom,0.071086071
United Kingdom,0.024221199
United Kingdom,0.015538406
United Kingdom,0.254244924
United Kingdom,0.075319059
United Kingdom,0.591808379
United Kingdom,0.075021237
United Kingdom,118
United Kingdom,152
United Kingdom,6
United Kingdom,47
United Kingdom,811
United Kingdom,25
United Kingdom,3
United Kingdom,423
United Kingdom,194
United Kingdom,0.149907053
United Kingdom,1.101679683
United Kingdom,0.117597133
United Kingdom,0.278874815
United Kingdom,0.006269724
United Kingdom,0.068001926
United Kingdom,0.120220907
United Kingdom,0.242624223
United Kingdom,99
United Kingdom,27554
United Kingdom,19241
United Kingdom,20952
United Kingdom,104
United Kingdom,10095
United Kingdom,4592
United Kingdom,939
United Kingdom,1066
United Kingdom,8174
United Kingdom,1763
United Kingdom,1055
United Kingdom,5647
United Kingdom,10509
United Kingdom,182
United Kingdom,31461
United Kingdom,27403
United Kingdom,78
United Kingdom,11497
United Kingdom,2.578758478
United Kingdom,0.252177626
United Kingdom,0.072921053
United Kingdom,0.036456436
United Kingdom,0.301300943
United Kingdom,0.142260864
United Kingdom,1.388358951
United Kingdom,0.265006304
United Kingdom,253
United Kingdom,135
United Kingdom,135
United Kingdom,432
United Kingdom,9
United Kingdom,59
United Kingdom,54957
United Kingdom,88658
United Kingdom,87
United Kingdom,432
United Kingdom,153
United Kingdom,18
United Kingdom,344
United Kingdom,0.409078479
United Kingdom,1.825863957
United Kingdom,0.154558331
United Kingdom,0.335993171
United Kingdom,0.076779999
United Kingdom,0.343491077
United Kingdom,1.801029205
United Kingdom,2179
United Kingdom,13062
United Kingdom,41
United Kingdom,33701
United Kingdom,45011.60156
United Kingdom,182
United Kingdom,13550.59961
United Kingdom,6265
United Kingdom,1178
United Kingdom,1294
United Kingdom,7559
United Kingdom,15743.06055
United Kingdom,182
United Kingdom,60754.66016
United Kingdom,34619
United Kingdom,2692
United Kingdom,14732
United Kingdom,1.777087808
United Kingdom,0.476538062
United Kingdom,0.080907881
United Kingdom,0.358679563
United Kingdom,0.183076829
United Kingdom,2.083190203
United Kingdom,0.56461513
United Kingdom,442
United Kingdom,65
United Kingdom,218
United Kingdom,432
United Kingdom,98
United Kingdom,123277
United Kingdom,159907
United Kingdom,144
United Kingdom,373
United Kingdom,10
United Kingdom,218
United Kingdom,586
United Kingdom,0.795475125
United Kingdom,3.126399994
United Kingdom,0.261085033
United Kingdom,0.922340691
United Kingdom,0.073801398
United Kingdom,0.04050551
United Kingdom,0.633867621
United Kingdom,1.629244447
United Kingdom,4735
United Kingdom,22359
United Kingdom,36630
United Kingdom,98726.66406
United Kingdom,387
United Kingdom,37972
United Kingdom,10795
United Kingdom,3236
United Kingdom,205
United Kingdom,576
United Kingdom,5350
United Kingdom,13940
United Kingdom,107575
United Kingdom,1004
United Kingdom,206301.6563
United Kingdom,67461
United Kingdom,6248
United Kingdom,27222
United Kingdom,3.828682661
United Kingdom,0.864849329
United Kingdom,0.016206142
United Kingdom,0.072833166
United Kingdom,2.024896145
United Kingdom,0.35021925
United Kingdom,11.21707058
United Kingdom,1.357657909
United Kingdom,763
United Kingdom,218
United Kingdom,4
United Kingdom,351
United Kingdom,177
United Kingdom,227368
United Kingdom,347537
United Kingdom,441
United Kingdom,329
United Kingdom,153
United Kingdom,153
United Kingdom,87
United Kingdom,218
United Kingdom,1204
United Kingdom,2.335277557
United Kingdom,18.95820808
United Kingdom,3.948730946
United Kingdom,0.100015916
United Kingdom,0.889315724
United Kingdom,1.907209277
United Kingdom,10.76397324
United Kingdom,7663
United Kingdom,29231
United Kingdom,120169
United Kingdom,398408.6563
United Kingdom,2203
United Kingdom,192107
United Kingdom,26774
United Kingdom,12834
United Kingdom,1199
USA,1191
USA,3774
USA,0.001695702
USA,0.011337924
USA,481.9203491
USA,0.000153612
USA,8.83886528
USA,0.000628561
USA,36.16752243
USA,3903.093018
USA,0.168945968
USA,0.009743984
USA,13524
USA,7980
USA,9750
USA,7980
USA,46570
USA,14650
USA,38590
USA,28174
USA,0.033821955
USA,0.406532645
USA,11695.42188
USA,0.001603805
USA,92.28330994
USA,0.004530778
USA,260.7019958
USA,14990.34082
USA,0.736989975
USA,0.077530153
USA,75864
USA,49010
USA,47690
USA,95580
USA,150940
USA,63420
USA,55360
USA,139284
USA,0.131217346
USA,0.891074538
USA,20115.17188
USA,0.008372523
USA,481.7568054
USA,0.01092526
USA,628.6419067
USA,3524
USA,28150
USA,0.784895241
USA,0.182029858
USA,210328
USA,42825
USA,71044
USA,193765
USA,1014.402588
USA,241.7698975
USA,1432.702393
USA,332.7120056
USA,266650
USA,86731
USA,72885
USA,297059
USA,0.252156883
USA,1.019772649
USA,3079
USA,35089
USA,0.014347522
USA,825.5595093
USA,0.019028643
USA,1094.912354
USA,3436
USA,39601
USA,1.161751986
USA,0.336952776
USA,401546
USA,93862
USA,104487
USA,360512
USA,1936.63855
USA,449.828125
USA,3088.471191
USA,602.6672974
USA,483004
USA,238823
USA,122492
USA,640369
USA,0.489221692
USA,1.97344625
USA,4242
USA,50258
USA,0.029031251
USA,1670.464478
USA,0.039115384
USA,2250.707764
USA,13093
USA,64265
USA,2.065460682
USA,882281
USA,84732
USA,241912
USA,567736
USA,0.628828943
USA,4255.202148
USA,708.3914795
USA,5491.677734
USA,797.8500366
USA,0.774203777
USA,639432
USA,2.207033873
USA,0.774203777
USA,16718
USA,82263
USA,231088
USA,64311
USA,1138654
USA,639432
USA,5491.677734
USA,797.8500366
USA,0.04267526
USA,2455.543945
USA,231088
USA,64311
USA,1138654
USA,2.207033873
USA,16718
USA,82263
USA,231088
USA,64311
USA,1138654
USA,639432
USA,5491.677734
USA,797.8500366
USA,0.04267526
USA,2455.543945
USA,16718
USA,82263
USA,0.04267526
USA,2455.543945
USA,2.207033873
USA,0.774203777
USA,0.898900747
USA,4.561257839
USA,21752
USA,91775
USA,466328
USA,164824
USA,1343370
USA,721103
USA,6479.013672
USA,899.7548218
USA,0.058605805
USA,3372.190918
USA,21752
USA,91775
USA,466328
USA,164824
USA,1343370
USA,721103
USA,6479.013672
USA,899.7548218
USA,0.058605805
USA,3372.190918
USA,21752
USA,91775
USA,4.561257839
USA,1343370
USA,164824
USA,466328
USA,0.058605805
USA,3372.190918
USA,0.898900747
USA,4.561257839
USA,721103
USA,0.898900747
USA,6479.013672
USA,899.7548218
USA,18
USA,0.124854863
USA,12
USA,16
USA,4
USA,1
USA,5
USA,3
USA,14054.65039
USA,0.007745314
USA,0.005220635
USA,0.008345836
USA,0.332796723
USA,445.6671143
USA,300.3964844
USA,480.2212524
USA,19149.19727
USA,0.006865487
USA,0.003488559
USA,0.00607545
USA,0.244257838
USA,395.0416565
USA,200.7324677
USA,349.5827332
USA,154763.9688
USA,580610.3125
USA,117264.9141
USA,439929.4063
USA,11
USA,3
USA,3
